batch,accuracy,precision,recall,f1,fpr
0,0.5055032318351818,0.48570829521076175,0.36260094667053216,0.415108855694222,0.36027469934935147
0,0.5093863752840813,0.4821140890507877,0.3697593237608915,0.41851121775583217,0.36298392249879646
0,0.503009174476485,0.49614441824632094,0.36420815924145833,0.42005221420295213,0.36140514757216613
0,0.48950850079567226,0.4730062596827962,0.35307928169781166,0.40430617809856095,0.3790901645732342
0,0.5097169925292266,0.4978793866540624,0.3640134231870828,0.42052108625412854,0.351062487195025
1,0.490906603270336,0.45110251737851625,0.3456991810439125,0.391410409415646,0.37843281621354363
1,0.5118513786819946,0.49030929207358964,0.37449514348630797,0.42452286959631363,0.36098520363572995
1,0.5136611682916343,0.47653405414805966,0.37522009875514617,0.4197732397779379,0.36401831521549544
1,0.4931377574984803,0.4519885057573187,0.3561361241811883,0.3981420924437236,0.3848355290809704
1,0.5200637373145641,0.483904156635462,0.3811472973841365,0.4263272345125469,0.3576699247880425
2,0.49470932913458543,0.5373520786531464,0.367940128279508,0.43677136946247236,0.36102044608667794
2,0.5017891805141873,0.5116906849323832,0.3693958757020116,0.42889461417058045,0.3619043435756456
2,0.492379308599287,0.5070466281383647,0.3616831099966671,0.4219817940245391,0.369735190729559
2,0.48753263627232507,0.5097710434750087,0.35545286597156384,0.4186669066457209,0.3715812423942483
2,0.4862079541042689,0.519097796723711,0.3561897081470702,0.4224224076187753,0.368693364087645
3,0.48396467901783813,0.5185757639116951,0.35775213859209726,0.42333409039505987,0.3740667158343753
3,0.4951557481883486,0.5257065039503668,0.35457175519963463,0.423295451283141,0.350765025066849
3,0.4897919229102039,0.524148442116334,0.35621838017045215,0.4237200806097882,0.36046682353322873
3,0.4808240823529805,0.5147474919974379,0.3665572008682753,0.4279498418515637,0.3899639976341264
3,0.4817231525307063,0.5206776846668666,0.3655559442271511,0.4295107047475781,0.38524424073588487
4,0.5150284348458637,0.48374307523668764,0.371383459208791,0.41960498840410815,0.35528035238398864
4,0.5107920266764151,0.46375498708624135,0.36259997411761297,0.40686122812603337,0.36138427031040665
4,0.5061430555750273,0.45655835487017815,0.3672946156476954,0.4065194307850296,0.37428515156575304
4,0.5073999897611227,0.4731853209040945,0.36039317404180016,0.4091180688298367,0.36058596082634137
4,0.49507875727907347,0.455334292721167,0.35269980236890547,0.39745807249164344,0.3807024871256726
5,0.5110916138269572,0.4750926703030005,0.36064461041406565,0.4100076267604693,0.3549416986189094
5,0.5072197611154736,0.45303415812613446,0.3420582968931589,0.38966228740297465,0.35197555836066946
5,0.5023723822362288,0.4676777081640822,0.3635160996565612,0.40901890602425006,0.37307106320458333
5,0.5185636124161386,0.48459033955934466,0.35943498544724095,0.4114719763475756,0.3388260918237593
5,0.5058128239158279,0.4663415147862716,0.347553964259785,0.3976958237061894,0.35307036544369064
6,0.5185916723189005,0.43700667680323085,0.36465168401043,0.397401389244499,0.36303358607214165
6,0.5070350778968975,0.44717156075035824,0.3663779382380145,0.40272224196787215,0.3765389946242312
6,0.5194981147627408,0.43793064177421265,0.37466895117132526,0.40376094731764456,0.3693297952289636
6,0.5158581775918476,0.4452823905201119,0.3765433751338984,0.4079147834675124,0.3734772577217423
6,0.5116279671944394,0.4499873726507863,0.3608211681109105,0.40040575253344934,0.3638336527898318
7,0.49534069866877134,0.4796525659694327,0.35625849467877335,0.4088183468293491,0.3711636369934512
7,0.49683401724438253,0.5001366989514406,0.3715180820826486,0.42601098957711014,0.3759274050338341
7,0.5045777826742337,0.5251117896315824,0.3700128535278808,0.43396239430958117,0.3533037756166989
7,0.49609468426356484,0.476636885897093,0.36712163669672243,0.41448763077420336,0.3815345392565965
7,0.4983585407836651,0.49376105683242794,0.359952627130787,0.41627580843614964,0.3647264884345225
8,0.49522221190152466,0.5030621004729611,0.35952927973165133,0.4191965326448823,0.36543148084359733
8,0.4977447852845917,0.49991629732511744,0.36995949177750403,0.42519026015396916,0.37333475948758454
8,0.5012568283343914,0.4698636225441408,0.36352345709233197,0.40900172357244285,0.37281100391971955
8,0.49290601531317774,0.47976550914264066,0.3389101780169312,0.39719699066809744,0.3574155675019963
8,0.4948426742026022,0.5204889556388641,0.36876380307770273,0.4312690985426689,0.368074323336282
9,0.5037973694865844,0.4973212772920881,0.37700786386513074,0.4288709917924946,0.37236009161539835
9,0.49072379944097816,0.4820873289810489,0.3590675696516284,0.41140410686917817,0.37982556557963226
9,0.4904522209235486,0.4950078258063724,0.36259493063150416,0.4183704719411699,0.3785382071515079
9,0.4985768186507918,0.4986577409876072,0.3719795016709096,0.4259253324555228,0.3745342491806609
9,0.4982252385629642,0.5092867235619447,0.3711428342796205,0.4291376139837578,0.37001319703037916
