5000,0.3185319531164293,0.869423380739748,0.3349345652340959,0.48254041377739115,1.0
5000,0.6869868674315731,0.13517752994631219,1.0,0.23807033108989098,0.32912833614634684
10000,0.6746058278765961,0.12067373390370395,1.0,0.21524630019361626,0.34056744673889083
15000,0.6739020624539493,0.12485142446340737,1.0,0.22192313918059597,0.3420009220159321
20000,0.6865952379298398,0.12865781875293072,1.0,0.22794683960178833,0.32863302405810124
25000,0.6800653943059974,0.13324490432858277,1.0,0.23513027904342876,0.3365016317457056
30000,0.6839531367303816,0.1236009384050131,1.0,0.21981808910499773,0.3307389175459676
35000,0.6866137193994291,0.1217694698370618,0.99,0.21667379776355716,0.32752790693560213
40000,0.6746411273440822,0.12699671875755472,1.0,0.22534684040631833,0.34152775936590324
45000,0.6885042673663357,0.142129054015467,1.0,0.24875418847096778,0.32846558727741515
50000,0.6767507221375372,0.12890713095138984,1.0,0.2283380496724766,0.3394878389836227
55000,0.6769369231816406,0.12178631426393276,1.0,0.21708927649539295,0.33821688821453266
5000,0.6824845256309545,0.12362414571858382,1.0,0.21980185813731518,0.3324083626739977
10000,0.6849323630199982,0.11881618659556083,1.0,0.21234520044365557,0.32905175324514213
15000,0.6819196884972096,0.12130501597475916,1.0,0.2162626898487736,0.3327414496204615
20000,0.6857524165022262,0.12019402000952578,1.0,0.21443564032011447,0.32833081728411656
