time,episode,action_sum,action_Normal,action_ARP_POISONING,action_MITM_DOS,action_REPLAY,action_DNP3_ENUMERATE,answer_Normal,answer_ARP_POISONING,answer_MITM_DOS,answer_REPLAY,answer_DNP3_ENUMERATE,
2025-01-18T12:43:29.835275,15644,24,4,8,8,2,2,6,5,3,6,4,
2025-01-18T12:43:29.840784,15649,5,2,1,0,1,1,2,2,1,0,0,
2025-01-18T12:43:29.874756,15653,4,0,1,1,1,1,0,0,1,3,0,
2025-01-18T12:43:29.886266,15664,11,4,3,2,1,1,1,1,4,4,1,
2025-01-18T12:43:29.943068,15689,25,7,8,3,3,4,7,6,1,2,9,
2025-01-18T12:43:29.988732,15706,17,3,3,2,4,5,4,4,2,4,3,
2025-01-18T12:43:29.998242,15715,9,2,2,2,2,1,2,1,2,3,1,
2025-01-18T12:43:30.056906,15746,31,5,5,6,9,6,4,7,5,10,5,
2025-01-18T12:43:30.098333,15756,10,3,1,2,2,2,3,1,2,3,1,
2025-01-18T12:43:30.113334,15773,17,4,5,2,5,1,4,1,5,2,5,
2025-01-18T12:43:30.115448,15775,2,0,1,1,0,0,1,0,0,1,0,
2025-01-18T12:43:30.150469,15779,4,1,2,0,0,1,0,0,1,1,2,
2025-01-18T12:43:30.202283,15802,23,6,4,5,2,6,6,4,3,6,4,
2025-01-18T12:43:30.263683,15835,33,9,6,9,3,6,4,8,10,5,6,
2025-01-18T12:43:30.307937,15851,16,2,3,4,4,3,0,6,3,3,4,
2025-01-18T12:43:30.417621,15902,51,14,9,7,11,10,13,10,8,6,14,
2025-01-18T12:43:30.492837,15947,45,11,7,11,10,6,11,8,10,8,8,
2025-01-18T12:43:30.583603,15980,33,10,9,3,4,7,6,9,5,5,8,
2025-01-18T12:43:30.645255,16010,30,5,5,8,7,5,2,8,7,4,9,
2025-01-18T12:43:30.649254,16012,2,0,1,1,0,0,1,0,1,0,0,
2025-01-18T12:43:30.697001,16031,19,1,7,4,3,4,5,1,7,2,4,
2025-01-18T12:43:30.714000,16049,18,7,5,4,1,1,6,2,1,5,4,
2025-01-18T12:43:30.820764,16096,47,12,11,8,7,9,9,9,7,12,10,
2025-01-18T12:43:30.820764,16096,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:30.824807,16099,3,1,0,0,1,1,0,1,0,1,1,
2025-01-18T12:43:30.917091,16133,34,8,7,7,6,6,7,13,5,4,5,
2025-01-18T12:43:31.017931,16176,43,9,9,7,8,10,3,11,5,12,12,
2025-01-18T12:43:31.073925,16204,28,6,5,9,5,3,6,6,5,4,7,
2025-01-18T12:43:31.089908,16219,15,2,4,5,2,2,2,2,4,2,5,
2025-01-18T12:43:31.240581,16282,63,13,13,14,13,10,10,11,17,15,10,
2025-01-18T12:43:31.294867,16307,25,6,5,5,5,4,7,6,2,5,5,
2025-01-18T12:43:31.695688,16495,188,32,44,35,35,42,23,49,40,36,40,
2025-01-18T12:43:31.732408,16502,7,0,2,1,3,1,1,1,2,2,1,
2025-01-18T12:43:31.735159,16504,2,0,0,0,1,1,0,0,1,0,1,
2025-01-18T12:43:31.798187,16533,29,7,4,4,5,9,4,3,7,9,6,
2025-01-18T12:43:31.803192,16536,3,0,0,0,2,1,1,1,0,0,1,
2025-01-18T12:43:31.815197,16546,10,5,0,2,1,2,4,2,1,3,0,
2025-01-18T12:43:31.819198,16549,3,1,1,0,0,1,0,0,0,1,2,
2025-01-18T12:43:31.871853,16572,23,3,9,4,3,4,3,6,7,2,5,
2025-01-18T12:43:31.915429,16584,12,1,3,5,2,1,3,2,2,2,3,
2025-01-18T12:43:31.922430,16592,8,2,2,2,1,1,3,1,1,1,2,
2025-01-18T12:43:31.962064,16601,9,3,1,2,0,3,2,1,1,3,2,
2025-01-18T12:43:31.978080,16617,16,3,5,2,0,6,4,4,1,3,4,
2025-01-18T12:43:32.019088,16630,13,2,4,1,5,1,3,3,0,2,5,
2025-01-18T12:43:32.071718,16655,25,8,4,4,5,4,3,2,8,7,5,
2025-01-18T12:43:32.082718,16666,11,1,3,4,2,1,0,5,1,4,1,
2025-01-18T12:43:32.086028,16668,2,0,1,1,0,0,0,1,0,0,1,
2025-01-18T12:43:32.127055,16679,11,4,3,1,1,2,3,2,2,1,3,
2025-01-18T12:43:32.284634,16754,75,15,16,19,9,16,12,17,17,15,14,
2025-01-18T12:43:32.308142,16775,21,5,2,8,4,2,4,2,5,7,3,
2025-01-18T12:43:32.408733,16820,45,9,8,11,12,5,10,4,15,10,6,
2025-01-18T12:43:32.412935,16823,3,0,1,2,0,0,0,1,1,0,1,
2025-01-18T12:43:32.449956,16826,3,0,0,1,0,2,1,0,1,1,0,
2025-01-18T12:43:32.461338,16832,6,0,2,2,0,2,0,4,1,0,1,
2025-01-18T12:43:32.520674,16858,26,2,6,7,7,4,6,6,6,2,6,
2025-01-18T12:43:32.580539,16889,31,7,7,9,4,4,7,6,8,4,6,
2025-01-18T12:43:32.625428,16903,14,2,3,3,2,4,5,3,1,3,2,
2025-01-18T12:43:32.642842,16922,19,3,3,2,1,10,4,6,2,3,4,
2025-01-18T12:43:32.694792,16946,24,4,7,4,4,5,7,7,6,0,4,
2025-01-18T12:43:32.802284,16996,50,11,9,13,11,6,9,5,15,12,9,
2025-01-18T12:43:32.911298,17049,53,13,7,11,12,10,7,16,12,8,10,
2025-01-18T12:43:32.962491,17067,18,5,1,6,2,4,2,1,3,9,3,
2025-01-18T12:43:32.969492,17075,8,2,3,0,3,0,1,2,3,1,1,
2025-01-18T12:43:33.006837,17082,7,2,0,2,1,2,0,2,1,3,1,
2025-01-18T12:43:33.017837,17092,10,3,3,0,2,2,1,3,1,1,4,
2025-01-18T12:43:33.025842,17098,6,2,3,0,1,0,4,1,1,0,0,
2025-01-18T12:43:33.073281,17116,18,6,2,3,3,4,2,7,3,5,1,
2025-01-18T12:43:33.168707,17153,37,4,10,8,5,10,7,9,6,9,6,
2025-01-18T12:43:33.226313,17181,28,4,4,8,8,4,6,1,10,4,7,
2025-01-18T12:43:33.600293,17317,136,30,29,28,24,25,30,20,23,30,33,
2025-01-18T12:43:33.603293,17319,2,1,0,1,0,0,1,0,0,0,1,
2025-01-18T12:43:33.694585,17351,32,4,7,4,9,8,3,5,8,6,10,
2025-01-18T12:43:33.746249,17376,25,4,10,3,4,4,5,6,5,5,4,
2025-01-18T12:43:33.759385,17389,13,3,4,1,0,5,1,2,4,3,3,
2025-01-18T12:43:33.818855,17421,32,4,8,7,5,8,9,5,2,6,10,
2025-01-18T12:43:33.874131,17448,27,7,6,4,4,6,2,4,9,6,6,
2025-01-18T12:43:33.919040,17463,15,3,1,5,3,3,3,2,3,1,6,
2025-01-18T12:43:33.980305,17496,33,8,8,6,3,8,6,6,11,3,7,
2025-01-18T12:43:34.086040,17532,36,3,9,9,7,8,7,8,4,5,12,
2025-01-18T12:43:34.152997,17556,24,5,10,4,3,2,1,4,7,5,7,
2025-01-18T12:43:34.157005,17559,3,1,0,1,1,0,1,1,0,1,0,
2025-01-18T12:43:34.226227,17590,31,6,6,4,5,10,5,5,6,9,6,
2025-01-18T12:43:34.287311,17624,34,10,9,6,5,4,6,4,8,6,10,
2025-01-18T12:43:34.439208,17692,68,18,7,12,19,12,11,19,8,17,13,
2025-01-18T12:43:34.444001,17696,4,2,0,1,0,1,0,1,2,1,0,
2025-01-18T12:43:34.548389,17740,44,12,8,13,5,6,7,6,15,8,8,
2025-01-18T12:43:34.557388,17749,9,2,2,1,0,4,3,4,1,0,1,
2025-01-18T12:43:34.702161,17806,57,16,12,9,12,8,14,9,12,13,9,
2025-01-18T12:43:34.712883,17816,10,2,3,2,2,1,1,4,0,2,3,
2025-01-18T12:43:34.759740,17834,18,3,7,1,3,4,5,4,3,2,4,
2025-01-18T12:43:34.810148,17856,22,3,5,6,3,5,3,3,3,5,8,
2025-01-18T12:43:34.980581,17943,87,7,19,18,23,20,16,19,20,16,16,
2025-01-18T12:43:35.034856,17969,26,6,8,7,1,4,5,4,6,5,6,
2025-01-18T12:43:35.041364,17974,5,1,0,0,3,1,4,0,1,0,0,
2025-01-18T12:43:35.248152,18065,91,25,17,19,11,19,25,14,23,14,15,
2025-01-18T12:43:35.253152,18069,4,1,2,0,0,1,2,0,0,0,2,
2025-01-18T12:43:35.446504,18152,83,15,16,16,17,19,13,14,25,15,16,
2025-01-18T12:43:35.505614,18181,29,10,6,4,3,6,10,6,3,5,5,
2025-01-18T12:43:35.554625,18201,20,3,5,3,6,3,4,5,2,3,6,
2025-01-18T12:43:35.566380,18213,12,4,2,2,3,1,2,1,5,1,3,
2025-01-18T12:43:35.835189,18333,120,29,19,29,16,27,23,27,26,23,21,
2025-01-18T12:43:35.901064,18372,39,8,7,5,8,11,8,8,10,10,3,
2025-01-18T12:43:36.004395,18412,40,10,7,10,9,4,10,7,6,8,9,
2025-01-18T12:43:36.013140,18420,8,1,2,1,2,2,2,0,2,1,3,
2025-01-18T12:43:36.018708,18425,5,1,2,0,0,2,1,1,1,1,1,
2025-01-18T12:43:36.065508,18444,19,4,3,7,3,2,4,3,2,3,7,
2025-01-18T12:43:36.172002,18496,52,9,11,8,9,15,11,14,7,9,11,
2025-01-18T12:43:36.215167,18508,12,2,2,3,3,2,3,4,1,2,2,
2025-01-18T12:43:36.223166,18516,8,4,0,2,0,2,2,1,0,3,2,
2025-01-18T12:43:36.230253,18524,8,1,2,2,1,2,2,1,0,5,0,
2025-01-18T12:43:36.263263,18527,3,1,2,0,0,0,0,0,2,1,0,
2025-01-18T12:43:36.274432,18537,10,1,4,1,3,1,2,3,0,3,2,
2025-01-18T12:43:36.287432,18550,13,2,3,3,4,1,2,3,1,2,5,
2025-01-18T12:43:36.326323,18560,10,2,1,4,2,1,2,3,1,1,3,
2025-01-18T12:43:36.372760,18576,16,4,5,3,2,2,2,3,3,4,4,
2025-01-18T12:43:36.436800,18612,36,11,8,4,6,7,12,5,9,6,4,
2025-01-18T12:43:36.449395,18625,13,1,5,2,2,3,2,5,3,2,1,
2025-01-18T12:43:36.491426,18638,13,3,2,1,6,1,5,3,0,3,2,
2025-01-18T12:43:36.502934,18649,11,4,2,0,0,5,4,2,0,3,2,
2025-01-18T12:43:36.536942,18653,4,0,1,1,2,0,1,1,0,1,1,
2025-01-18T12:43:36.554683,18671,18,1,6,6,4,1,4,3,4,3,4,
2025-01-18T12:43:36.607395,18695,24,9,5,4,0,6,3,6,7,4,4,
2025-01-18T12:43:36.712235,18741,46,10,8,11,6,11,9,10,4,10,13,
2025-01-18T12:43:36.754466,18753,12,2,2,2,1,5,0,0,3,4,5,
2025-01-18T12:43:36.766465,18765,12,4,1,2,3,2,2,2,3,5,0,
2025-01-18T12:43:36.818267,18788,23,4,6,5,3,5,4,4,9,3,3,
2025-01-18T12:43:36.827270,18798,10,2,1,3,4,0,3,2,0,2,3,
2025-01-18T12:43:36.873042,18813,15,2,7,2,2,2,1,5,2,6,1,
2025-01-18T12:43:36.932375,18843,30,5,4,6,8,7,5,6,5,9,5,
2025-01-18T12:43:36.937375,18848,5,2,1,0,1,1,2,1,2,0,0,
2025-01-18T12:43:37.044553,18896,48,8,9,12,8,11,9,13,13,7,6,
2025-01-18T12:43:37.049553,18899,3,0,2,1,0,0,0,0,1,0,2,
2025-01-18T12:43:37.095304,18912,13,4,5,2,2,0,3,3,3,3,1,
2025-01-18T12:43:37.142812,18929,17,2,6,4,3,2,5,2,6,2,2,
2025-01-18T12:43:37.197852,18955,26,2,5,7,4,8,5,3,6,7,5,
2025-01-18T12:43:37.215852,18975,20,5,6,3,4,2,4,6,5,3,2,
2025-01-18T12:43:37.498533,19071,96,27,16,22,12,19,19,19,21,18,19,
2025-01-18T12:43:37.544156,19087,16,2,5,2,3,4,4,2,2,3,5,
2025-01-18T12:43:37.769596,19199,112,25,20,23,23,21,18,30,20,25,19,
2025-01-18T12:43:37.813072,19213,14,1,3,6,0,4,0,3,2,5,4,
2025-01-18T12:43:37.857509,19227,14,3,5,1,2,3,1,5,5,2,1,
2025-01-18T12:43:37.860510,19229,2,0,0,0,1,1,1,0,0,0,1,
2025-01-18T12:43:38.034720,19312,83,14,25,16,14,14,23,14,14,13,19,
2025-01-18T12:43:38.096743,19347,35,8,13,2,7,5,8,7,5,10,5,
2025-01-18T12:43:38.149849,19369,22,3,7,4,2,6,5,3,6,4,4,
2025-01-18T12:43:38.156905,19375,6,1,0,3,0,2,2,4,0,0,0,
2025-01-18T12:43:38.267054,19425,50,11,6,10,11,12,8,8,8,13,13,
2025-01-18T12:43:38.363266,19460,35,11,8,4,10,2,7,11,3,7,7,
2025-01-18T12:43:38.431395,19500,40,8,4,8,13,7,5,13,4,7,11,
2025-01-18T12:43:38.471162,19508,8,2,2,1,1,2,3,0,2,2,1,
2025-01-18T12:43:38.481449,19519,11,2,1,4,3,1,2,3,3,1,2,
2025-01-18T12:43:38.536828,19545,26,3,7,6,5,5,5,4,6,6,5,
2025-01-18T12:43:38.581668,19559,14,3,4,2,1,4,2,5,0,2,5,
2025-01-18T12:43:38.585669,19563,4,0,2,1,1,0,2,1,0,0,1,
2025-01-18T12:43:38.696585,19616,53,10,11,8,6,18,6,20,9,15,3,
2025-01-18T12:43:38.704585,19623,7,1,3,1,0,2,2,2,1,0,2,
2025-01-18T12:43:38.907985,19711,88,23,15,17,17,16,18,21,16,16,17,
2025-01-18T12:43:38.908986,19711,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:38.970846,19744,33,7,8,4,10,4,10,4,6,7,6,
2025-01-18T12:43:39.129015,19808,64,16,13,9,9,17,8,12,14,26,4,
2025-01-18T12:43:39.139524,19815,7,1,1,2,0,3,0,2,3,0,2,
2025-01-18T12:43:39.183581,19826,11,3,0,2,2,4,2,7,1,0,1,
2025-01-18T12:43:39.184581,19827,1,0,0,0,0,1,1,0,0,0,0,
2025-01-18T12:43:39.360958,19918,91,19,15,20,17,20,21,22,11,21,16,
2025-01-18T12:43:39.414491,19939,21,5,5,3,3,5,2,8,1,4,6,
2025-01-18T12:43:39.419491,19943,4,1,1,1,0,1,0,1,1,0,2,
2025-01-18T12:43:39.529768,19982,39,6,9,10,6,8,10,6,9,6,8,
2025-01-18T12:43:39.591777,20012,30,10,4,2,8,6,7,6,2,8,7,
2025-01-18T12:43:39.592780,20012,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:39.596832,20016,4,0,1,1,1,1,0,3,0,0,1,
2025-01-18T12:43:39.651572,20042,26,2,4,6,6,8,5,5,8,4,4,
2025-01-18T12:43:39.752857,20085,43,12,10,6,7,8,14,10,11,3,5,
2025-01-18T12:43:39.817272,20116,31,8,10,5,3,5,5,9,2,8,7,
2025-01-18T12:43:39.920614,20159,43,9,6,12,6,10,9,12,6,6,10,
2025-01-18T12:43:39.972211,20180,21,2,4,3,7,5,8,3,3,2,5,
2025-01-18T12:43:39.982212,20189,9,4,0,2,2,1,4,0,1,1,3,
2025-01-18T12:43:40.037513,20214,25,11,4,2,2,6,5,5,3,7,5,
2025-01-18T12:43:40.199605,20280,66,11,9,10,16,20,11,14,17,17,7,
2025-01-18T12:43:40.323142,20348,68,18,14,16,12,8,17,13,15,11,12,
2025-01-18T12:43:40.371802,20366,18,4,8,2,2,2,3,1,4,6,4,
2025-01-18T12:43:40.481696,20413,47,11,9,10,8,9,13,8,12,8,6,
2025-01-18T12:43:40.484696,20415,2,0,1,0,1,0,0,1,0,1,0,
2025-01-18T12:43:40.526119,20426,11,4,3,1,1,2,3,2,1,4,1,
2025-01-18T12:43:40.650232,20494,68,11,20,14,11,12,12,22,20,10,4,
2025-01-18T12:43:40.700585,20512,18,4,4,3,3,4,3,2,5,3,5,
2025-01-18T12:43:40.756162,20539,27,6,4,7,2,8,5,8,2,8,4,
2025-01-18T12:43:40.915615,20605,66,14,18,10,12,12,11,10,17,14,14,
2025-01-18T12:43:40.926615,20617,12,2,3,2,2,3,2,3,0,4,3,
2025-01-18T12:43:41.022177,20653,36,6,10,4,5,11,8,2,7,12,7,
2025-01-18T12:43:41.100397,20698,45,10,16,7,5,7,7,11,5,13,9,
2025-01-18T12:43:41.142179,20710,12,3,4,1,1,3,3,5,2,1,1,
2025-01-18T12:43:41.156687,20725,15,0,4,2,3,6,4,3,3,3,2,
2025-01-18T12:43:41.258325,20768,43,9,9,8,5,12,9,6,5,6,17,
2025-01-18T12:43:41.372607,20817,49,18,9,8,6,8,11,8,14,7,9,
2025-01-18T12:43:41.466546,20851,34,4,7,10,8,5,9,7,8,6,4,
2025-01-18T12:43:41.471110,20854,3,2,1,0,0,0,1,1,0,0,1,
2025-01-18T12:43:41.481109,20864,10,1,5,2,1,1,3,2,2,2,1,
2025-01-18T12:43:41.485110,20868,4,1,1,2,0,0,0,2,0,1,1,
2025-01-18T12:43:41.578456,20902,34,8,5,5,9,7,4,8,10,8,4,
2025-01-18T12:43:41.705022,20926,24,4,4,5,5,6,4,3,6,4,7,
2025-01-18T12:43:41.710402,20930,4,1,1,2,0,0,1,1,0,1,1,
2025-01-18T12:43:41.785349,20975,45,4,12,11,5,13,9,7,12,9,8,
2025-01-18T12:43:41.824856,20983,8,2,3,0,2,1,1,1,0,4,2,
2025-01-18T12:43:41.933255,21035,52,11,6,11,12,12,10,14,11,11,6,
2025-01-18T12:43:42.256017,21180,145,29,24,26,32,34,30,28,24,28,35,
2025-01-18T12:43:42.266017,21189,9,3,2,1,2,1,1,2,2,1,3,
2025-01-18T12:43:42.325355,21220,31,4,9,7,6,5,3,6,8,4,10,
2025-01-18T12:43:42.436769,21265,45,13,10,5,6,11,10,11,10,9,5,
2025-01-18T12:43:42.601758,21343,78,9,18,16,22,13,20,13,16,18,11,
2025-01-18T12:43:42.639555,21351,8,2,4,0,1,1,1,2,2,2,1,
2025-01-18T12:43:42.710652,21393,42,9,10,5,10,8,7,10,11,7,7,
2025-01-18T12:43:42.767910,21420,27,4,5,4,10,4,5,6,3,3,10,
2025-01-18T12:43:42.860719,21453,33,4,10,8,8,3,6,6,4,10,7,
2025-01-18T12:43:42.875333,21467,14,1,1,5,5,2,3,1,1,5,4,
2025-01-18T12:43:42.881335,21473,6,1,2,0,3,0,1,1,1,3,0,
2025-01-18T12:43:42.971910,21504,31,6,4,5,5,11,6,8,9,2,6,
2025-01-18T12:43:42.983917,21515,11,3,2,2,1,3,1,1,2,5,2,
2025-01-18T12:43:43.143421,21586,71,12,20,11,13,15,12,13,20,10,16,
2025-01-18T12:43:43.200488,21613,27,6,2,6,6,7,6,2,8,4,7,
2025-01-18T12:43:43.201486,21613,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:43.270799,21646,33,10,11,3,7,2,3,4,8,11,7,
2025-01-18T12:43:43.275799,21650,4,1,1,1,1,0,2,0,0,0,2,
2025-01-18T12:43:43.316156,21657,7,1,4,0,2,0,0,2,2,1,2,
2025-01-18T12:43:43.324155,21665,8,4,0,2,1,1,0,1,3,2,2,
2025-01-18T12:43:43.377451,21689,24,5,4,3,6,6,4,3,2,8,7,
2025-01-18T12:43:43.381452,21693,4,1,1,0,1,1,1,1,1,0,1,
2025-01-18T12:43:43.384250,21695,2,1,1,0,0,0,0,0,1,0,1,
2025-01-18T12:43:43.424232,21703,8,2,2,3,0,1,3,0,2,2,1,
2025-01-18T12:43:43.495567,21747,44,9,8,13,5,9,7,6,9,17,5,
2025-01-18T12:43:43.601555,21793,46,11,14,7,8,6,8,10,9,9,10,
2025-01-18T12:43:43.603554,21794,1,1,0,0,0,0,0,0,0,0,1,
2025-01-18T12:43:43.604555,21795,1,1,0,0,0,0,1,0,0,0,0,
2025-01-18T12:43:43.652998,21812,17,4,6,2,3,2,4,6,3,4,0,
2025-01-18T12:43:43.656999,21815,3,0,1,1,1,0,2,1,0,0,0,
2025-01-18T12:43:43.709313,21837,22,4,3,2,5,8,4,5,5,4,4,
2025-01-18T12:43:43.715312,21843,6,2,1,0,1,2,1,2,0,0,3,
2025-01-18T12:43:43.717311,21844,1,0,1,0,0,0,0,0,1,0,0,
2025-01-18T12:43:43.772957,21870,26,5,5,4,8,4,5,6,7,4,4,
2025-01-18T12:43:43.815820,21880,10,2,3,2,1,2,2,2,2,2,2,
2025-01-18T12:43:43.835971,21900,20,5,4,3,1,7,8,2,1,4,5,
2025-01-18T12:43:44.043981,21985,85,22,16,16,21,10,19,15,16,19,16,
2025-01-18T12:43:44.055494,21996,11,3,1,2,2,3,2,5,0,1,3,
2025-01-18T12:43:44.215768,22064,68,15,18,14,9,12,15,10,15,15,13,
2025-01-18T12:43:44.260608,22079,15,2,2,3,3,5,3,5,1,2,4,
2025-01-18T12:43:44.385481,22147,68,14,14,19,7,14,7,15,10,18,18,
2025-01-18T12:43:44.429039,22160,13,4,3,1,4,1,2,3,3,4,1,
2025-01-18T12:43:44.765028,22319,159,30,26,34,26,43,42,32,28,29,28,
2025-01-18T12:43:44.814534,22335,16,2,3,2,4,5,3,1,3,4,5,
2025-01-18T12:43:44.822534,22344,9,1,1,3,2,2,4,1,2,1,1,
2025-01-18T12:43:44.826287,22347,3,0,1,1,0,1,0,3,0,0,0,
2025-01-18T12:43:44.919129,22378,31,7,8,6,4,6,8,10,6,2,5,
2025-01-18T12:43:44.979333,22410,32,8,10,5,3,6,6,8,4,7,7,
2025-01-18T12:43:44.981333,22411,1,0,1,0,0,0,0,0,0,0,1,
2025-01-18T12:43:45.028665,22428,17,3,6,2,3,3,1,5,3,5,3,
2025-01-18T12:43:45.043434,22442,14,2,3,4,2,3,5,4,5,0,0,
2025-01-18T12:43:45.050872,22449,7,2,1,1,2,1,1,2,2,1,1,
2025-01-18T12:43:45.216821,22519,70,17,9,17,12,15,11,19,10,11,19,
2025-01-18T12:43:45.273227,22543,24,4,5,6,6,3,5,3,5,5,6,
2025-01-18T12:43:45.312176,22551,8,1,3,1,1,2,1,0,4,1,2,
2025-01-18T12:43:45.320781,22558,7,1,0,2,3,1,1,1,0,2,3,
2025-01-18T12:43:45.379093,22588,30,6,3,9,3,9,7,2,5,7,9,
2025-01-18T12:43:45.433347,22611,23,8,1,4,5,5,6,5,4,3,5,
2025-01-18T12:43:45.488189,22636,25,6,6,6,5,2,4,3,3,9,6,
2025-01-18T12:43:45.494188,22642,6,0,3,0,2,1,1,0,2,3,0,
2025-01-18T12:43:45.543525,22659,17,0,3,7,2,5,2,3,5,2,5,
2025-01-18T12:43:45.549229,22663,4,1,0,2,0,1,0,1,0,2,1,
2025-01-18T12:43:45.778141,22768,105,23,22,28,15,17,17,26,24,17,21,
2025-01-18T12:43:45.892168,22779,11,2,2,4,2,1,2,2,2,3,2,
2025-01-18T12:43:45.958222,22815,36,6,8,9,6,7,6,10,10,6,4,
2025-01-18T12:43:45.964221,22821,6,2,2,1,1,0,1,2,0,2,1,
2025-01-18T12:43:46.002266,22828,7,1,1,0,3,2,2,2,2,0,1,
2025-01-18T12:43:46.126971,22894,66,16,18,9,12,11,10,15,15,16,10,
2025-01-18T12:43:46.175951,22909,15,5,5,2,1,2,1,3,6,3,2,
2025-01-18T12:43:46.181951,22914,5,1,1,0,2,1,1,2,1,0,1,
2025-01-18T12:43:46.239680,22942,28,5,4,8,5,6,6,4,3,9,6,
2025-01-18T12:43:46.243605,22945,3,0,2,1,0,0,0,0,1,2,0,
2025-01-18T12:43:46.248423,22949,4,0,1,0,2,1,0,2,1,1,0,
2025-01-18T12:43:46.358665,22997,48,13,10,8,9,8,5,11,7,15,10,
2025-01-18T12:43:46.398475,23005,8,2,4,1,1,0,3,2,1,2,0,
2025-01-18T12:43:46.403476,23009,4,1,1,1,0,1,1,1,1,1,0,
2025-01-18T12:43:46.526074,23075,66,15,17,9,13,12,15,20,7,13,11,
2025-01-18T12:43:46.625450,23111,36,5,6,9,6,10,8,7,9,6,6,
2025-01-18T12:43:46.671784,23128,17,4,3,5,5,0,5,3,4,2,3,
2025-01-18T12:43:46.846687,23210,82,13,24,14,11,20,15,21,18,21,7,
2025-01-18T12:43:47.242115,23395,185,31,39,36,44,35,44,30,31,37,43,
2025-01-18T12:43:47.359733,23447,52,11,11,8,8,14,6,11,9,9,17,
2025-01-18T12:43:47.466172,23494,47,11,7,8,14,7,11,7,7,9,13,
2025-01-18T12:43:47.468978,23496,2,1,1,0,0,0,0,0,2,0,0,
2025-01-18T12:43:47.515513,23510,14,3,5,2,1,3,2,4,3,4,1,
2025-01-18T12:43:47.562319,23527,17,3,2,4,4,4,1,4,4,4,4,
2025-01-18T12:43:47.682728,23583,56,8,12,10,12,14,8,19,12,4,13,
2025-01-18T12:43:47.741144,23612,29,4,8,5,8,4,8,5,5,6,5,
2025-01-18T12:43:47.746144,23617,5,0,2,1,2,0,1,1,1,1,1,
2025-01-18T12:43:47.798117,23637,20,7,4,5,0,4,7,2,4,3,4,
2025-01-18T12:43:47.810117,23650,13,2,2,5,3,1,1,2,4,2,4,
2025-01-18T12:43:47.859809,23670,20,5,8,5,1,1,4,6,5,4,1,
2025-01-18T12:43:47.903668,23682,12,2,3,1,4,2,3,1,5,0,3,
2025-01-18T12:43:48.016610,23736,54,12,9,10,12,11,8,10,15,10,11,
2025-01-18T12:43:48.127850,23786,50,11,9,6,12,12,9,6,10,10,15,
2025-01-18T12:43:48.134853,23793,7,2,1,3,1,0,1,1,1,3,1,
2025-01-18T12:43:48.138852,23797,4,2,0,1,0,1,2,1,1,0,0,
2025-01-18T12:43:48.177865,23803,6,2,1,2,0,1,3,0,0,2,1,
2025-01-18T12:43:48.182866,23806,3,1,0,1,1,0,0,1,0,2,0,
2025-01-18T12:43:48.199370,23825,19,6,2,5,4,2,3,5,4,5,2,
2025-01-18T12:43:48.200371,23825,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:48.255375,23850,25,1,7,7,5,5,4,6,4,9,2,
2025-01-18T12:43:48.256375,23850,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:48.351339,23883,33,7,7,5,7,7,7,5,5,9,7,
2025-01-18T12:43:48.405788,23908,25,6,2,6,6,5,7,1,4,5,8,
2025-01-18T12:43:48.476665,23949,41,8,9,7,11,6,6,7,9,9,10,
2025-01-18T12:43:48.523552,23963,14,2,4,2,2,4,2,4,1,2,5,
2025-01-18T12:43:48.576088,23985,22,6,2,5,4,5,6,3,6,3,4,
2025-01-18T12:43:48.633461,24012,27,6,5,6,5,5,4,5,6,6,6,
2025-01-18T12:43:48.745691,24064,52,7,8,16,12,9,9,12,9,11,11,
2025-01-18T12:43:48.746692,24064,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:48.803361,24090,26,4,7,8,6,1,6,6,2,5,7,
2025-01-18T12:43:48.864953,24121,31,7,9,3,4,8,8,4,4,5,10,
2025-01-18T12:43:48.984766,24161,40,11,10,5,6,8,10,6,5,6,13,
2025-01-18T12:43:48.987767,24163,2,0,1,0,0,1,0,0,0,2,0,
2025-01-18T12:43:49.052221,24193,30,4,8,11,2,5,4,2,12,8,4,
2025-01-18T12:43:49.254135,24278,85,17,22,16,16,14,12,15,16,20,22,
2025-01-18T12:43:49.261022,24284,6,1,1,1,2,1,1,0,1,2,2,
2025-01-18T12:43:49.273022,24296,12,2,2,5,2,1,1,3,4,1,3,
2025-01-18T12:43:49.319768,24311,15,3,4,2,4,2,2,2,2,3,6,
2025-01-18T12:43:49.431934,24363,52,11,13,8,10,10,13,9,11,9,10,
2025-01-18T12:43:49.489432,24390,27,6,12,2,3,4,6,3,9,6,3,
2025-01-18T12:43:49.533215,24402,12,2,2,3,2,3,2,2,4,3,1,
2025-01-18T12:43:49.543358,24411,9,2,2,1,2,2,3,3,2,1,0,
2025-01-18T12:43:49.545358,24412,1,1,0,0,0,0,0,0,1,0,0,
2025-01-18T12:43:49.557278,24425,13,2,4,3,2,2,2,2,2,2,5,
