time,episode,action_sum,action_Normal,action_ARP_POISONING,action_MITM_DOS,action_REPLAY,action_DNP3_ENUMERATE,answer_Normal,answer_ARP_POISONING,answer_MITM_DOS,answer_REPLAY,answer_DNP3_ENUMERATE,
2025-01-18T12:43:12.665903,7801,11,1,0,6,2,2,3,3,2,1,2,
2025-01-18T12:43:12.670528,7805,4,1,2,0,1,0,1,2,1,0,0,
2025-01-18T12:43:12.683529,7818,13,2,2,5,3,1,2,3,1,2,5,
2025-01-18T12:43:12.691038,7825,7,2,1,2,2,0,2,2,3,0,0,
2025-01-18T12:43:12.778320,7860,35,9,10,4,1,11,3,8,7,8,9,
2025-01-18T12:43:12.905309,7888,28,4,10,5,5,4,6,6,6,6,4,
2025-01-18T12:43:12.911640,7894,6,1,0,1,1,3,0,1,2,2,1,
2025-01-18T12:43:12.947510,7902,8,1,3,1,1,2,3,0,3,1,1,
2025-01-18T12:43:13.098920,7976,74,15,12,15,20,12,10,12,20,12,20,
2025-01-18T12:43:13.159205,8008,32,10,5,7,5,5,10,8,5,6,3,
2025-01-18T12:43:13.170206,8019,11,4,1,0,0,6,1,1,0,4,5,
2025-01-18T12:43:13.274623,8070,51,9,8,15,12,7,13,8,8,12,10,
2025-01-18T12:43:13.311908,8078,8,1,3,1,1,2,2,2,1,3,0,
2025-01-18T12:43:13.331422,8099,21,2,4,5,4,6,4,5,5,4,3,
2025-01-18T12:43:13.372042,8112,13,5,1,4,3,0,5,1,2,3,2,
2025-01-18T12:43:13.375043,8114,2,0,0,2,0,0,0,0,0,0,2,
2025-01-18T12:43:13.472305,8157,43,9,11,7,6,10,8,7,6,9,13,
2025-01-18T12:43:13.477305,8162,5,1,2,0,1,1,4,0,1,0,0,
2025-01-18T12:43:13.577090,8207,45,7,13,11,8,6,10,8,4,12,11,
2025-01-18T12:43:13.591091,8220,13,6,1,2,2,2,4,1,1,1,6,
2025-01-18T12:43:13.595601,8224,4,0,3,1,0,0,0,0,2,1,1,
2025-01-18T12:43:13.696874,8272,48,15,7,8,8,10,14,5,9,13,7,
2025-01-18T12:43:13.735776,8282,10,2,3,2,1,2,0,1,3,3,3,
2025-01-18T12:43:13.741777,8287,5,0,1,2,0,2,1,2,0,1,1,
2025-01-18T12:43:13.795832,8315,28,4,5,5,8,6,5,9,6,4,4,
2025-01-18T12:43:13.807840,8323,8,2,0,1,3,2,2,1,1,2,2,
2025-01-18T12:43:13.845886,8327,4,0,1,2,1,0,1,0,0,1,2,
2025-01-18T12:43:13.951094,8380,53,15,8,11,7,12,10,12,10,10,11,
2025-01-18T12:43:13.956094,8385,5,1,0,0,1,3,1,2,1,1,0,
2025-01-18T12:43:14.068461,8441,56,13,6,10,15,12,12,13,5,10,16,
2025-01-18T12:43:14.271509,8538,97,20,14,15,22,26,20,15,21,15,26,
2025-01-18T12:43:14.275509,8542,4,0,0,0,1,3,0,0,1,3,0,
2025-01-18T12:43:14.318237,8557,15,2,4,2,2,5,3,1,4,2,5,
2025-01-18T12:43:14.369234,8582,25,7,4,5,6,3,4,4,6,3,8,
2025-01-18T12:43:14.372233,8584,2,0,1,0,0,1,0,0,0,1,1,
2025-01-18T12:43:14.381513,8594,10,2,1,3,2,2,4,0,1,1,4,
2025-01-18T12:43:14.418318,8603,9,1,1,3,3,1,2,2,1,2,2,
2025-01-18T12:43:14.440040,8624,21,8,2,3,5,3,4,7,4,5,1,
2025-01-18T12:43:14.490447,8647,23,4,3,5,6,5,5,5,5,3,5,
2025-01-18T12:43:14.633663,8710,63,13,6,20,13,11,11,11,18,10,13,
2025-01-18T12:43:14.646667,8725,15,1,3,1,4,6,3,3,1,5,3,
2025-01-18T12:43:14.686376,8737,12,1,3,2,5,1,1,1,2,4,4,
2025-01-18T12:43:14.689377,8739,2,0,0,1,1,0,0,2,0,0,0,
2025-01-18T12:43:14.901279,8840,101,28,21,15,20,17,21,17,18,18,27,
2025-01-18T12:43:14.909095,8848,8,1,1,2,2,2,1,2,2,2,1,
2025-01-18T12:43:14.962979,8873,25,5,2,5,7,6,5,4,6,4,6,
2025-01-18T12:43:15.000668,8882,9,1,0,4,2,2,4,1,1,2,1,
2025-01-18T12:43:15.012671,8895,13,2,2,4,3,2,3,0,2,4,4,
2025-01-18T12:43:15.056946,8913,18,3,3,4,6,2,1,6,4,5,2,
2025-01-18T12:43:15.115633,8946,33,10,7,6,5,5,5,6,13,5,4,
2025-01-18T12:43:15.154048,8955,9,2,1,2,3,1,2,1,2,3,1,
2025-01-18T12:43:15.158048,8958,3,1,1,0,0,1,0,0,1,0,2,
2025-01-18T12:43:15.171048,8971,13,4,2,3,1,3,3,2,3,4,1,
2025-01-18T12:43:15.214154,8987,16,3,3,5,3,2,5,2,6,2,1,
2025-01-18T12:43:15.220154,8992,5,2,1,2,0,0,2,1,0,0,2,
2025-01-18T12:43:15.267847,9013,21,4,5,3,2,7,5,5,3,3,5,
2025-01-18T12:43:15.468264,9108,95,21,16,20,25,13,20,16,27,13,19,
2025-01-18T12:43:15.479263,9120,12,3,3,2,3,1,0,2,2,4,4,
2025-01-18T12:43:15.532003,9144,24,4,8,2,2,8,6,5,2,2,9,
2025-01-18T12:43:15.619398,9178,34,3,10,3,9,9,3,6,7,8,10,
2025-01-18T12:43:15.689178,9223,45,11,7,9,11,7,7,13,5,9,11,
2025-01-18T12:43:15.731033,9236,13,1,3,2,3,4,3,1,0,5,4,
2025-01-18T12:43:15.832963,9285,49,12,6,12,9,10,7,9,6,15,12,
2025-01-18T12:43:15.835470,9287,2,0,0,0,1,1,1,0,1,0,0,
2025-01-18T12:43:15.880965,9304,17,5,6,0,2,4,1,2,4,6,4,
2025-01-18T12:43:15.897472,9319,15,3,3,1,5,3,4,3,4,3,1,
2025-01-18T12:43:15.995826,9364,45,10,10,8,8,9,8,10,14,5,8,
2025-01-18T12:43:16.091869,9405,41,8,4,11,10,8,10,4,10,10,7,
2025-01-18T12:43:16.192754,9451,46,10,10,9,10,7,12,6,14,4,10,
2025-01-18T12:43:16.197325,9453,2,0,1,0,1,0,1,0,0,0,1,
2025-01-18T12:43:16.206849,9463,10,3,2,2,1,2,5,1,0,4,0,
2025-01-18T12:43:16.210849,9467,4,1,1,0,1,1,0,2,1,1,0,
2025-01-18T12:43:16.321588,9516,49,9,12,10,11,7,15,12,8,8,6,
2025-01-18T12:43:16.379156,9544,28,9,3,7,3,6,4,6,7,5,6,
2025-01-18T12:43:16.431766,9569,25,9,6,4,5,1,8,7,4,0,6,
2025-01-18T12:43:16.433766,9570,1,1,0,0,0,0,0,1,0,0,0,
2025-01-18T12:43:16.468050,9576,6,0,3,1,1,1,1,0,1,1,3,
2025-01-18T12:43:16.471914,9579,3,0,1,0,0,2,0,2,1,0,0,
2025-01-18T12:43:16.482921,9589,10,1,3,2,3,1,0,5,2,2,1,
2025-01-18T12:43:16.534629,9613,24,4,7,4,4,5,3,3,3,8,7,
2025-01-18T12:43:16.586707,9637,24,5,4,5,3,7,5,1,10,3,5,
2025-01-18T12:43:16.646300,9670,33,5,4,10,6,8,6,6,6,9,6,
2025-01-18T12:43:16.681805,9676,6,2,1,0,1,2,1,0,3,1,1,
2025-01-18T12:43:16.696157,9690,14,4,4,1,2,3,2,5,4,2,1,
2025-01-18T12:43:16.698155,9691,1,0,1,0,0,0,0,0,1,0,0,
2025-01-18T12:43:16.740111,9705,14,3,2,1,4,4,2,2,6,2,2,
2025-01-18T12:43:16.747112,9711,6,1,3,1,0,1,0,1,0,1,4,
2025-01-18T12:43:16.751111,9715,4,1,1,1,0,1,0,0,1,1,2,
2025-01-18T12:43:16.864440,9729,14,3,4,2,1,4,1,2,4,5,2,
2025-01-18T12:43:16.976687,9788,59,10,9,13,11,16,8,18,7,13,13,
2025-01-18T12:43:17.031769,9814,26,4,7,5,7,3,3,5,7,5,6,
2025-01-18T12:43:17.037768,9820,6,0,0,1,3,2,0,1,1,2,2,
2025-01-18T12:43:17.087147,9843,23,4,4,8,2,5,4,7,3,5,4,
2025-01-18T12:43:17.130019,9858,15,2,4,4,4,1,3,3,3,3,3,
2025-01-18T12:43:17.137018,9865,7,0,3,1,1,2,1,3,3,0,0,
2025-01-18T12:43:17.142238,9870,5,2,1,1,1,0,0,0,0,3,2,
2025-01-18T12:43:17.145237,9872,2,0,1,0,1,0,0,2,0,0,0,
2025-01-18T12:43:17.193295,9892,20,5,5,3,3,4,4,5,4,4,3,
2025-01-18T12:43:17.303831,9946,54,6,15,9,13,11,9,16,13,8,8,
2025-01-18T12:43:17.492787,10026,80,16,19,15,13,17,11,16,25,18,10,
2025-01-18T12:43:17.510450,10044,18,4,6,2,5,1,3,6,2,2,5,
2025-01-18T12:43:17.547956,10054,10,0,3,2,0,5,0,3,1,3,3,
2025-01-18T12:43:17.549975,10055,1,0,0,0,0,1,0,0,0,0,1,
2025-01-18T12:43:17.553869,10058,3,1,1,1,0,0,2,0,1,0,0,
2025-01-18T12:43:17.566869,10072,14,5,2,1,3,3,4,1,3,5,1,
2025-01-18T12:43:17.662452,10112,40,10,4,9,7,10,5,8,4,11,12,
2025-01-18T12:43:17.666452,10114,2,0,0,2,0,0,0,1,0,0,1,
2025-01-18T12:43:17.671452,10120,6,1,0,0,3,2,1,0,1,3,1,
2025-01-18T12:43:17.762689,10156,36,10,11,4,3,8,5,6,8,8,9,
2025-01-18T12:43:17.864595,10202,46,5,8,8,15,10,11,6,12,8,9,
2025-01-18T12:43:17.884051,10222,20,2,6,7,4,1,1,6,5,4,4,
2025-01-18T12:43:18.019107,10276,54,11,12,5,12,14,10,12,12,10,10,
2025-01-18T12:43:18.086961,10317,41,9,10,11,4,7,10,6,6,11,8,
2025-01-18T12:43:18.142596,10346,29,11,6,4,6,2,4,6,7,6,6,
2025-01-18T12:43:18.144596,10347,1,0,0,0,0,1,1,0,0,0,0,
2025-01-18T12:43:18.246816,10396,49,8,6,2,18,15,7,15,7,9,11,
2025-01-18T12:43:18.303968,10422,26,6,6,4,3,7,7,5,5,3,6,
2025-01-18T12:43:18.341750,10432,10,2,3,1,2,2,3,1,3,3,0,
2025-01-18T12:43:18.358754,10448,16,5,2,2,6,1,2,2,3,4,5,
2025-01-18T12:43:18.448158,10481,33,10,8,4,5,6,9,3,3,7,11,
2025-01-18T12:43:18.599653,10554,73,20,19,12,11,11,16,18,17,7,15,
2025-01-18T12:43:18.615657,10571,17,4,2,3,2,6,4,2,5,2,4,
2025-01-18T12:43:18.619657,10575,4,0,0,1,1,2,2,1,0,1,0,
2025-01-18T12:43:18.662518,10587,12,3,3,2,4,0,2,3,2,1,4,
2025-01-18T12:43:18.717720,10613,26,6,8,4,3,5,3,5,4,7,7,
2025-01-18T12:43:18.758733,10626,13,1,2,1,3,6,2,3,2,4,2,
2025-01-18T12:43:18.763803,10629,3,1,1,1,0,0,1,0,0,1,1,
2025-01-18T12:43:18.783654,10649,20,3,6,6,2,3,1,5,2,10,2,
2025-01-18T12:43:18.822567,10659,10,3,2,0,2,3,6,1,0,2,1,
2025-01-18T12:43:18.824567,10660,1,0,0,0,0,1,0,0,0,0,1,
2025-01-18T12:43:18.869938,10679,19,5,7,0,4,3,7,2,5,5,0,
2025-01-18T12:43:19.028421,10751,72,13,18,16,14,11,19,7,16,24,6,
2025-01-18T12:43:19.087253,10782,31,6,7,5,6,7,9,6,3,6,7,
2025-01-18T12:43:19.198808,10837,55,10,12,15,8,10,9,11,13,9,13,
2025-01-18T12:43:19.204809,10842,5,0,0,3,0,2,2,1,2,0,0,
2025-01-18T12:43:19.261201,10872,30,4,9,3,5,9,6,4,4,12,4,
2025-01-18T12:43:19.264201,10875,3,0,0,2,0,1,0,1,1,0,1,
2025-01-18T12:43:19.349134,10904,29,5,9,5,3,7,6,9,6,1,7,
2025-01-18T12:43:19.362557,10917,13,2,3,3,2,3,5,2,3,3,0,
2025-01-18T12:43:19.408770,10934,17,7,3,4,0,3,0,3,6,4,4,
2025-01-18T12:43:19.460133,10956,22,6,5,3,4,4,4,2,10,0,6,
2025-01-18T12:43:19.474133,10971,15,5,4,4,0,2,3,4,2,4,2,
2025-01-18T12:43:19.570179,11012,41,9,11,6,8,7,9,7,15,6,4,
2025-01-18T12:43:19.629378,11045,33,9,3,11,4,6,7,6,4,9,7,
2025-01-18T12:43:19.633886,11049,4,1,1,0,0,2,1,3,0,0,0,
2025-01-18T12:43:19.668358,11053,4,2,0,0,0,2,1,1,0,2,0,
2025-01-18T12:43:19.724346,11081,28,9,9,4,2,4,7,6,3,9,3,
2025-01-18T12:43:19.729346,11085,4,0,1,3,0,0,1,1,0,1,1,
2025-01-18T12:43:19.785035,11112,27,4,10,2,8,3,6,6,5,4,6,
2025-01-18T12:43:19.848202,11150,38,8,9,8,6,7,5,13,6,9,5,
2025-01-18T12:43:19.881950,11153,3,0,0,0,2,1,0,0,1,0,2,
2025-01-18T12:43:19.883950,11154,1,0,1,0,0,0,0,0,1,0,0,
2025-01-18T12:43:19.948289,11193,39,7,5,8,8,11,6,5,12,6,10,
2025-01-18T12:43:19.991191,11208,15,0,3,4,4,4,3,5,2,2,3,
2025-01-18T12:43:20.048523,11228,20,3,4,7,5,1,3,7,3,3,4,
2025-01-18T12:43:20.055522,11235,7,2,0,3,1,1,2,1,1,1,2,
2025-01-18T12:43:20.064523,11244,9,1,1,2,1,4,1,3,1,2,2,
2025-01-18T12:43:20.105030,11257,13,3,3,2,3,2,1,2,4,4,2,
2025-01-18T12:43:20.154854,11280,23,5,4,4,1,9,5,5,5,5,3,
2025-01-18T12:43:20.309843,11354,74,13,17,18,12,14,13,15,19,15,12,
2025-01-18T12:43:20.417992,11403,49,12,13,6,11,7,10,7,10,10,12,
2025-01-18T12:43:20.472709,11429,26,3,4,6,8,5,6,6,5,5,4,
2025-01-18T12:43:20.548405,11474,45,14,8,7,11,5,4,13,7,13,8,
2025-01-18T12:43:20.583359,11480,6,1,1,0,1,3,1,2,2,0,1,
2025-01-18T12:43:20.592322,11489,9,2,0,3,1,3,2,2,1,1,3,
2025-01-18T12:43:20.640141,11510,21,4,8,2,1,6,5,6,1,7,2,
2025-01-18T12:43:20.698357,11538,28,7,1,10,6,4,5,4,5,6,8,
2025-01-18T12:43:20.756534,11572,34,5,3,12,9,5,5,7,6,5,11,
2025-01-18T12:43:20.758534,11573,1,0,0,1,0,0,0,0,1,0,0,
2025-01-18T12:43:20.760534,11574,1,0,0,1,0,0,1,0,0,0,0,
2025-01-18T12:43:20.792319,11577,3,1,0,0,1,1,0,1,1,1,0,
2025-01-18T12:43:20.921592,11605,28,7,9,3,2,7,7,3,6,6,6,
2025-01-18T12:43:20.985773,11639,34,7,10,6,8,3,11,7,10,4,2,
2025-01-18T12:43:20.996774,11650,11,3,2,2,0,4,2,2,3,2,2,
2025-01-18T12:43:21.187798,11732,82,11,19,26,11,15,19,18,13,16,16,
2025-01-18T12:43:21.251440,11770,38,10,4,6,8,10,8,7,7,7,9,
2025-01-18T12:43:21.346868,11809,39,9,9,7,6,8,6,8,7,12,6,
2025-01-18T12:43:21.496913,11879,70,10,14,8,20,18,18,11,14,12,15,
2025-01-18T12:43:21.507913,11890,11,2,2,3,4,0,1,2,2,2,4,
2025-01-18T12:43:21.548660,11902,12,1,5,2,1,3,1,2,1,6,2,
2025-01-18T12:43:21.559661,11913,11,1,3,3,2,2,1,3,3,2,2,
2025-01-18T12:43:21.560661,11913,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:21.670859,11969,56,9,15,14,12,6,9,5,10,16,16,
2025-01-18T12:43:21.821220,12037,68,19,11,7,12,19,15,9,15,15,14,
2025-01-18T12:43:21.868483,12057,20,5,2,8,2,3,11,2,2,1,4,
2025-01-18T12:43:21.871483,12059,2,1,0,0,1,0,0,0,1,1,0,
2025-01-18T12:43:21.873483,12061,2,0,0,0,0,2,0,1,0,0,1,
2025-01-18T12:43:21.919548,12078,17,3,5,3,2,4,3,4,5,3,2,
2025-01-18T12:43:21.986725,12120,42,5,10,9,8,10,11,7,7,8,9,
2025-01-18T12:43:22.026323,12130,10,4,1,1,2,2,4,2,2,1,1,
2025-01-18T12:43:22.141476,12192,62,11,11,18,11,11,11,17,11,13,10,
2025-01-18T12:43:22.190577,12212,20,2,3,4,4,7,6,7,2,2,3,
2025-01-18T12:43:22.232289,12227,15,0,6,2,3,4,2,1,5,5,2,
2025-01-18T12:43:22.235293,12229,2,0,1,0,1,0,0,0,1,0,1,
2025-01-18T12:43:22.296183,12262,33,7,9,6,6,5,12,5,6,6,4,
2025-01-18T12:43:22.298183,12263,1,0,0,1,0,0,1,0,0,0,0,
2025-01-18T12:43:22.359740,12298,35,4,6,5,13,7,7,4,7,10,7,
2025-01-18T12:43:22.395334,12305,7,0,1,3,2,1,0,0,2,1,4,
2025-01-18T12:43:22.402333,12311,6,0,1,1,2,2,2,0,3,0,1,
2025-01-18T12:43:22.459731,12342,31,4,11,2,7,7,7,7,8,3,6,
2025-01-18T12:43:22.460730,12342,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:22.556896,12384,42,6,12,5,8,11,13,10,4,8,7,
2025-01-18T12:43:22.772563,12489,105,26,21,19,18,21,23,19,24,25,14,
2025-01-18T12:43:22.777563,12493,4,1,3,0,0,0,2,0,0,2,0,
2025-01-18T12:43:22.831025,12520,27,2,6,8,5,6,7,6,5,4,5,
2025-01-18T12:43:22.877427,12537,17,1,8,1,6,1,2,4,6,4,1,
2025-01-18T12:43:22.994809,12596,59,15,15,6,11,12,14,11,14,10,10,
2025-01-18T12:43:23.080668,12626,30,6,6,8,6,4,7,11,7,2,3,
2025-01-18T12:43:23.090302,12635,9,1,5,1,2,0,1,4,0,1,3,
2025-01-18T12:43:23.140576,12658,23,7,3,6,3,4,6,7,2,6,2,
2025-01-18T12:43:23.141575,12658,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:23.147576,12663,5,0,2,0,1,2,1,1,0,0,3,
2025-01-18T12:43:23.193335,12680,17,5,6,2,3,1,3,3,2,4,5,
2025-01-18T12:43:23.248837,12707,27,7,7,6,4,3,5,5,5,8,4,
2025-01-18T12:43:23.251836,12709,2,0,0,1,0,1,0,0,1,1,0,
2025-01-18T12:43:23.353718,12757,48,13,10,6,12,7,10,11,9,9,9,
2025-01-18T12:43:23.453081,12803,46,8,10,9,8,11,8,6,12,10,10,
2025-01-18T12:43:23.559836,12854,51,5,12,8,13,13,6,12,8,15,10,
2025-01-18T12:43:23.661473,12902,48,10,11,8,5,14,11,10,12,4,11,
2025-01-18T12:43:23.831646,12991,89,13,31,9,15,21,14,21,16,20,18,
2025-01-18T12:43:23.939339,13045,54,14,14,11,8,7,18,7,5,12,12,
2025-01-18T12:43:23.944339,13050,5,1,1,2,0,1,2,1,1,1,0,
2025-01-18T12:43:24.064649,13089,39,8,8,4,7,12,6,8,12,8,5,
2025-01-18T12:43:24.189055,13137,48,11,9,8,10,10,11,11,10,7,9,
2025-01-18T12:43:24.190056,13138,1,0,0,0,0,1,0,0,0,0,1,
2025-01-18T12:43:24.348053,13214,76,17,16,16,10,17,17,15,14,16,14,
2025-01-18T12:43:24.554361,13304,90,20,13,20,16,21,17,24,14,19,16,
2025-01-18T12:43:24.615003,13337,33,7,6,6,8,6,6,9,6,5,7,
2025-01-18T12:43:24.719010,13386,49,7,9,14,13,6,13,8,5,11,12,
2025-01-18T12:43:24.831926,13441,55,9,17,8,10,11,13,14,5,11,12,
2025-01-18T12:43:24.948427,13453,12,3,3,4,2,0,5,0,2,3,2,
2025-01-18T12:43:25.154990,13527,74,14,18,7,19,16,18,13,13,11,19,
2025-01-18T12:43:25.157990,13529,2,1,0,0,0,1,1,0,0,1,0,
2025-01-18T12:43:25.165989,13537,8,2,1,1,3,1,2,2,0,4,0,
2025-01-18T12:43:25.172987,13543,6,1,0,4,0,1,1,2,3,0,0,
2025-01-18T12:43:25.222505,13562,19,4,8,2,3,2,1,7,2,6,3,
2025-01-18T12:43:25.429027,13658,96,21,21,17,17,20,17,23,12,21,23,
2025-01-18T12:43:25.434529,13663,5,1,3,0,0,1,3,1,1,0,0,
2025-01-18T12:43:25.533109,13705,42,10,8,9,7,8,11,6,7,8,10,
2025-01-18T12:43:25.639677,13756,51,7,8,10,8,18,10,9,12,10,10,
2025-01-18T12:43:25.759740,13818,62,9,19,9,8,17,13,9,12,14,14,
2025-01-18T12:43:25.802444,13831,13,4,2,1,3,3,2,2,3,5,1,
2025-01-18T12:43:25.812811,13841,10,4,2,1,1,2,1,1,4,2,2,
2025-01-18T12:43:25.820814,13849,8,2,2,1,0,3,2,3,1,2,0,
2025-01-18T12:43:25.909282,13879,30,8,9,6,2,5,11,3,4,7,5,
2025-01-18T12:43:25.926298,13896,17,5,3,2,4,3,3,3,4,5,2,
2025-01-18T12:43:26.019901,13929,33,6,6,9,5,7,9,8,4,7,5,
2025-01-18T12:43:26.030905,13940,11,0,3,4,2,2,4,1,3,1,2,
2025-01-18T12:43:26.038641,13948,8,0,5,2,0,1,2,1,3,2,0,
2025-01-18T12:43:26.188158,14006,58,12,10,14,10,12,13,12,10,12,11,
2025-01-18T12:43:26.189158,14006,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:26.204666,14022,16,2,6,2,5,1,6,3,1,4,2,
2025-01-18T12:43:26.305189,14066,44,10,10,9,3,12,9,9,9,8,9,
2025-01-18T12:43:26.347015,14079,13,2,6,2,0,3,3,3,4,2,1,
2025-01-18T12:43:26.404755,14109,30,4,7,4,5,10,8,4,8,8,2,
2025-01-18T12:43:26.413755,14119,10,0,6,0,2,2,0,2,2,3,3,
2025-01-18T12:43:26.463045,14140,21,5,3,2,4,7,4,5,5,3,4,
2025-01-18T12:43:26.508831,14155,15,2,4,1,2,6,4,3,1,2,5,
2025-01-18T12:43:26.523837,14170,15,5,3,3,2,2,5,1,0,2,7,
2025-01-18T12:43:26.528275,14174,4,1,2,0,0,1,1,0,0,2,1,
2025-01-18T12:43:26.566893,14181,7,4,1,0,1,1,2,1,0,3,1,
2025-01-18T12:43:26.567893,14181,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:26.586232,14197,16,2,4,3,4,3,3,1,6,2,4,
2025-01-18T12:43:26.630446,14211,14,3,2,3,1,5,6,2,3,2,1,
2025-01-18T12:43:26.640806,14221,10,0,2,3,2,3,1,1,3,2,3,
2025-01-18T12:43:26.695603,14248,27,3,6,7,4,7,8,11,2,1,5,
2025-01-18T12:43:26.893750,14334,86,22,23,14,16,11,11,15,23,16,21,
2025-01-18T12:43:26.894750,14334,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:26.953720,14361,27,9,11,2,1,4,4,4,7,7,5,
2025-01-18T12:43:27.001024,14380,19,4,5,4,2,4,2,4,4,4,5,
2025-01-18T12:43:27.056210,14406,26,6,4,7,5,4,7,10,3,3,3,
2025-01-18T12:43:27.070210,14419,13,3,4,5,0,1,3,3,3,3,1,
2025-01-18T12:43:27.114955,14432,13,2,1,3,4,3,5,1,1,1,5,
2025-01-18T12:43:27.129959,14449,17,3,5,3,2,4,0,3,5,7,2,
2025-01-18T12:43:27.215236,14477,28,9,2,9,4,4,4,8,4,6,6,
2025-01-18T12:43:27.217238,14478,1,0,0,0,0,1,0,1,0,0,0,
2025-01-18T12:43:27.278674,14512,34,9,10,7,1,7,2,7,8,9,8,
2025-01-18T12:43:27.392158,14574,62,11,17,13,11,10,14,8,12,13,15,
2025-01-18T12:43:27.426860,14578,4,1,1,0,2,0,0,0,1,0,3,
2025-01-18T12:43:27.490306,14614,36,5,10,8,6,7,9,6,6,6,9,
2025-01-18T12:43:27.535675,14630,16,3,4,2,3,4,4,2,4,3,3,
2025-01-18T12:43:27.546049,14641,11,2,1,5,1,2,3,2,2,3,1,
2025-01-18T12:43:27.586889,14652,11,5,3,0,1,2,1,3,3,1,3,
2025-01-18T12:43:27.603404,14668,16,4,1,4,3,4,3,4,7,0,2,
2025-01-18T12:43:27.607405,14672,4,0,0,1,1,2,2,1,0,1,0,
2025-01-18T12:43:27.694911,14701,29,7,6,7,3,6,6,5,6,7,5,
2025-01-18T12:43:27.756560,14734,33,6,4,6,9,8,5,4,9,7,8,
2025-01-18T12:43:27.806916,14756,22,5,4,2,7,4,4,4,2,6,6,
2025-01-18T12:43:27.823920,14775,19,7,2,2,5,3,4,3,3,6,3,
2025-01-18T12:43:27.856831,14777,2,1,1,0,0,0,1,1,0,0,0,
2025-01-18T12:43:27.867788,14787,10,1,3,1,1,4,4,1,1,1,3,
2025-01-18T12:43:27.878788,14799,12,4,3,2,2,1,3,2,4,2,1,
2025-01-18T12:43:27.911955,14802,3,0,0,1,2,0,0,1,1,0,1,
2025-01-18T12:43:27.917955,14806,4,1,1,0,2,0,0,2,0,1,1,
2025-01-18T12:43:27.921958,14809,3,0,0,0,0,3,1,0,0,0,2,
2025-01-18T12:43:27.932586,14821,12,5,3,0,0,4,2,3,1,2,4,
2025-01-18T12:43:27.936910,14824,3,0,1,0,2,0,0,0,1,1,1,
2025-01-18T12:43:27.990139,14849,25,7,6,9,1,2,6,3,4,6,6,
2025-01-18T12:43:28.243867,14955,106,20,28,18,25,15,22,19,18,18,29,
2025-01-18T12:43:28.308386,14991,36,8,10,5,6,7,8,7,10,8,3,
2025-01-18T12:43:28.400733,15028,37,12,10,5,4,6,5,8,7,12,5,
2025-01-18T12:43:28.404739,15030,2,0,1,1,0,0,1,1,0,0,0,
2025-01-18T12:43:28.414742,15039,9,2,2,1,0,4,1,1,3,1,3,
2025-01-18T12:43:28.474790,15071,32,8,7,6,5,6,5,8,8,5,6,
2025-01-18T12:43:28.476791,15073,2,0,0,0,2,0,1,0,1,0,0,
2025-01-18T12:43:28.629986,15140,67,13,10,17,8,19,15,14,14,13,11,
2025-01-18T12:43:28.634663,15145,5,1,1,0,1,2,0,2,0,0,3,
2025-01-18T12:43:28.638157,15147,2,1,0,0,1,0,0,0,0,1,1,
2025-01-18T12:43:28.680830,15160,13,3,3,1,4,2,3,4,3,2,1,
2025-01-18T12:43:28.796683,15219,59,19,8,16,8,8,11,9,14,14,11,
2025-01-18T12:43:28.800686,15223,4,0,1,1,2,0,0,1,1,1,1,
2025-01-18T12:43:28.849864,15240,17,4,4,1,4,4,2,4,8,2,1,
2025-01-18T12:43:28.903324,15260,20,3,7,3,4,3,3,6,3,2,6,
2025-01-18T12:43:28.908323,15264,4,0,2,1,0,1,0,1,0,0,3,
2025-01-18T12:43:28.915322,15270,6,1,4,1,0,0,1,1,1,2,1,
2025-01-18T12:43:28.916323,15271,1,1,0,0,0,0,0,0,1,0,0,
2025-01-18T12:43:28.964292,15290,19,4,4,3,5,3,2,4,4,3,6,
2025-01-18T12:43:28.966293,15291,1,0,0,0,0,1,0,0,1,0,0,
2025-01-18T12:43:29.011526,15303,12,3,4,1,2,2,3,3,3,2,1,
2025-01-18T12:43:29.056496,15322,19,1,7,4,4,3,4,4,3,3,5,
2025-01-18T12:43:29.061496,15324,2,1,0,0,0,1,0,0,0,2,0,
2025-01-18T12:43:29.388633,15428,104,25,18,20,17,24,22,19,22,25,16,
2025-01-18T12:43:29.411624,15450,22,3,3,7,5,4,4,6,5,5,2,
2025-01-18T12:43:29.464055,15473,23,6,5,2,6,4,9,2,5,3,4,
2025-01-18T12:43:29.564284,15515,42,6,10,7,7,12,12,10,5,9,6,
2025-01-18T12:43:29.674972,15571,56,12,13,6,16,9,10,13,10,10,13,
2025-01-18T12:43:29.675971,15571,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:29.717226,15582,11,2,4,2,1,2,2,4,2,3,0,
2025-01-18T12:43:29.717226,15582,0,0,0,0,0,0,0,0,0,0,0,
2025-01-18T12:43:29.782801,15620,38,10,8,5,3,12,9,12,7,5,5,
